"timeMillisSpent","score"
8,"0hard/-5716695soft"
13,"0hard/-5716692soft"
14,"0hard/-5716688soft"
15,"0hard/-5716683soft"
18,"0hard/-5716681soft"
19,"0hard/-5716636soft"
21,"0hard/-5716525soft"
22,"0hard/-5716524soft"
34,"0hard/-5715719soft"
48,"0hard/-5701185soft"
50,"0hard/-5700444soft"
51,"0hard/-5611927soft"
51,"0hard/-5519393soft"
58,"0hard/-5490819soft"
58,"0hard/-5461390soft"
59,"0hard/-5441651soft"
62,"0hard/-5418346soft"
63,"0hard/-5417154soft"
63,"0hard/-5411827soft"
63,"0hard/-5411679soft"
64,"0hard/-5404671soft"
64,"0hard/-5404488soft"
64,"0hard/-5396642soft"
64,"0hard/-5392243soft"
64,"0hard/-5392207soft"
66,"0hard/-5391908soft"
67,"0hard/-5363813soft"
67,"0hard/-5356645soft"
71,"0hard/-5355661soft"
71,"0hard/-5285157soft"
71,"0hard/-5281211soft"
71,"0hard/-5263036soft"
71,"0hard/-5238857soft"
83,"0hard/-5220410soft"
83,"0hard/-5219755soft"
83,"0hard/-5219439soft"
88,"0hard/-5198933soft"
89,"0hard/-5186395soft"
91,"0hard/-5047106soft"
91,"0hard/-5046727soft"
91,"0hard/-5046723soft"
98,"0hard/-4961464soft"
98,"0hard/-4961463soft"
98,"0hard/-4959911soft"
98,"0hard/-4959749soft"
98,"0hard/-4959595soft"
98,"0hard/-4948431soft"
125,"0hard/-4933313soft"
132,"0hard/-4886715soft"
141,"0hard/-4862366soft"
150,"0hard/-4847679soft"
150,"0hard/-4846668soft"
156,"0hard/-4818912soft"
157,"0hard/-4818426soft"
157,"0hard/-4748096soft"
157,"0hard/-4732601soft"
179,"0hard/-4583406soft"
180,"0hard/-4581724soft"
180,"0hard/-4548745soft"
221,"0hard/-4548449soft"
232,"0hard/-4537007soft"
232,"0hard/-4514465soft"
233,"0hard/-4494233soft"
250,"0hard/-4494112soft"
261,"0hard/-4469895soft"
261,"0hard/-4469731soft"
261,"0hard/-4451794soft"
273,"0hard/-4440323soft"
273,"0hard/-4430833soft"
273,"0hard/-4429435soft"
273,"0hard/-4363143soft"
299,"0hard/-4362884soft"
299,"0hard/-4362668soft"
314,"0hard/-4338366soft"
328,"0hard/-4323936soft"
328,"0hard/-4319610soft"
345,"0hard/-4311599soft"
371,"0hard/-4306845soft"
371,"0hard/-4277562soft"
379,"0hard/-4273125soft"
381,"0hard/-4270743soft"
395,"0hard/-4255968soft"
417,"0hard/-4238584soft"
440,"0hard/-4223186soft"
441,"0hard/-4165912soft"
496,"0hard/-4147896soft"
518,"0hard/-4147484soft"
532,"0hard/-4113775soft"
546,"0hard/-4071821soft"
546,"0hard/-4055529soft"
574,"0hard/-4051508soft"
574,"0hard/-4050912soft"
619,"0hard/-4037074soft"
645,"0hard/-4027741soft"
672,"0hard/-4023002soft"
704,"0hard/-4013946soft"
704,"0hard/-3989888soft"
771,"0hard/-3986518soft"
771,"0hard/-3950533soft"
771,"0hard/-3949426soft"
792,"0hard/-3940411soft"
814,"0hard/-3903457soft"
833,"0hard/-3896899soft"
857,"0hard/-3896412soft"
886,"0hard/-3873956soft"
958,"0hard/-3871201soft"
959,"0hard/-3864422soft"
990,"0hard/-3864226soft"
994,"0hard/-3863073soft"
1023,"0hard/-3858318soft"
1023,"0hard/-3832925soft"
1023,"0hard/-3832238soft"
1023,"0hard/-3829946soft"
1049,"0hard/-3827244soft"
1077,"0hard/-3825672soft"
1107,"0hard/-3821656soft"
1107,"0hard/-3821402soft"
1107,"0hard/-3820543soft"
1107,"0hard/-3820416soft"
1108,"0hard/-3814468soft"
1114,"0hard/-3782687soft"
1201,"0hard/-3780221soft"
1304,"0hard/-3779826soft"
1304,"0hard/-3779569soft"
1350,"0hard/-3753190soft"
1392,"0hard/-3739257soft"
1481,"0hard/-3732318soft"
1490,"0hard/-3730010soft"
1664,"0hard/-3723125soft"
1664,"0hard/-3721937soft"
1664,"0hard/-3715787soft"
1734,"0hard/-3705723soft"
1734,"0hard/-3705671soft"
1735,"0hard/-3703045soft"
1748,"0hard/-3700879soft"
1782,"0hard/-3697415soft"
1948,"0hard/-3697086soft"
1948,"0hard/-3693593soft"
1948,"0hard/-3693500soft"
1949,"0hard/-3678529soft"
1949,"0hard/-3678528soft"
2092,"0hard/-3676745soft"
2144,"0hard/-3667192soft"
2144,"0hard/-3667023soft"
2144,"0hard/-3666119soft"
2201,"0hard/-3663838soft"
2201,"0hard/-3662003soft"
2265,"0hard/-3652627soft"
2351,"0hard/-3647282soft"
2351,"0hard/-3647180soft"
2461,"0hard/-3642250soft"
2466,"0hard/-3637866soft"
2557,"0hard/-3630447soft"
2730,"0hard/-3616201soft"
2922,"0hard/-3614997soft"
3086,"0hard/-3614968soft"
3086,"0hard/-3614866soft"
3182,"0hard/-3614529soft"
3325,"0hard/-3613433soft"
3327,"0hard/-3610778soft"
